FIPS,Population,< 18,65 and over,African American,American Indian/ Alaskan Native,Asian,Native Hawaiian/ Other Pacific Islander,Hispanic,Non-hispanic white,# not proficient in English,% not proficient in English,Female,Rural,% diabetic,95% CI - Low,95% CI - High,HIV Cases,HIV Rate,Total deaths,Age-adjusted Mortality,95% CI - Low,95% CI - high,Total deaths,Mortality rate,95% CI - Low,95% CI - High,Total deaths,Mortality rate,95% CI - Low,95% CI - High,# MPH,MPH Rate,MPH Ratio,Costs,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Sample Size,% Couldn’t Access,Household Income,95% CI - Low,95% CI - High,# high housing costs,Households,% high housing costs,% Free Lunch,Homicide Rate,95% CI - Low,95% CI - High,# Drive Alone,Workers,% Drive Alone,% park access,,
1125,197211,21.2,10.9,29.8,0.3,1.3,0.1,3.1,65,2613,1.5,51.5,25.5,12,10,13,324,211,2364,457.3,438.6,476.0,175,105.9,90.2,121.6,155,1337.5,1126.9,1548.0,102,0,1911:1,10619,26256,21,19,24,2831,7,5,8,2287,16,42086,39269,44903,23154,68711,34,48,10,8,11,71411,83950,85,17,:null,
1127,66661,22.3,16.7,6.1,0.4,0.3,0.1,2.1,90,468,0.7,51.3,74.1,15,12,17,66,115,1480,634.5,601.2,667.8,55,89.6,67.5,116.7,46,1110.0,812.7,1480.6,null,null,,11451,8484,21,19,23,863,6,4,7,812,21,35423,32562,38284,6134,25779,24,47,7,4,9,20489,24108,85,null,:null,
1129,17344,24.8,15.1,25.0,7.6,0.1,0.1,1.0,65,57,0.3,50.7,100.0,13,10,16,10,72,292,501.2,442.3,560.1,14,77.9,42.6,130.7,null,null,null,null,null,null,,10732,2528,24,21,27,351,8,5,10,178,21,39203,35157,43249,1500,6489,23,52,8,4,15,5139,6145,84,3,:null,
1131,11482,26.3,15.4,71.7,0.1,0.1,0.0,0.7,27,0,0.0,52.7,100.0,18,14,21,15,151,216,574.4,495.9,652.9,11,82.5,41.2,147.7,null,null,null,null,null,null,,8290,1512,22,20,25,239,7,5,10,null,null,20990,18948,23032,1312,3732,35,96,null,null,null,1938,2558,76,1,:null,
1133,24327,21.6,18.1,1.0,0.9,0.3,0.2,2.8,94,106,0.5,51.0,84.9,12,9,15,10,48,487,544.5,494.2,594.9,30,137.8,93.0,196.7,14,1125.4,615.3,1888.2,null,null,,11531,3560,24,21,27,337,6,4,8,250,17,31018,27765,34271,2625,9568,27,46,null,null,null,7565,9143,83,1,:null,
2013,3172,11.5,5.8,7.1,25.2,37.8,0.6,12.8,14,666,22.0,32.8,100.0,6,4,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,4875,1143,43,39,47,112,27,21,34,87,15,51289,46525,56053,62,336,18,38,null,null,null,195,2529,8,null,:null,
2016,5504,13.9,3.8,6.3,15.4,30.0,2.0,14.0,31,516,9.7,32.4,100.0,6,4,8,null,null,29,181.0,110.5,279.5,null,null,null,null,null,null,null,null,null,null,,3748,1464,33,30,37,174,21,15,26,164,18,59362,52472,66252,253,1255,20,13,null,null,null,982,4010,24,null,:null,
2020,295570,25.7,7.6,5.3,8.2,8.4,2.1,7.9,62,6683,2.5,49.3,4.1,7,6,8,375,161,2602,339.6,326.1,353.1,154,51.7,43.6,59.9,127,584.2,482.6,685.8,132,0,2222:1,6698,41145,22,20,23,8904,11,9,13,2845,12,71237,67467,75007,35923,105123,34,32,6,5,7,112105,148166,76,79,:null,
2050,17416,36.2,6.3,0.6,81.7,1.0,0.2,1.4,12,757,5.0,48.0,73.9,6,5,8,21,163,191,443.8,377.8,509.8,45,180.3,131.5,241.2,28,1577.5,1048.2,2279.9,1,0,17105:1,5161,3671,37,33,40,914,14,10,18,729,19,43314,39311,47317,744,4295,17,67,13,7,21,1626,5910,28,null,:null,
2060,1030,22.9,8.3,0.2,32.6,0.9,0.3,2.8,48,0,0.0,46.5,100.0,7,5,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,3851,165,25,21,28,37,15,11,19,88,17,61905,54424,69386,62,424,15,33,null,null,null,333,500,67,1,:null,
2068,1855,21.9,8.4,0.9,3.7,1.1,0.1,2.6,88,59,3.6,45.3,100.0,6,4,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,5533,272,21,19,24,61,14,10,18,136,11,68899,61238,76560,117,699,17,0,null,null,null,496,1036,48,16,:null,
2070,4975,32.7,7.3,0.4,70.7,0.7,0.1,2.3,18,190,4.3,48.5,100.0,8,6,11,9,230,50,387.2,284.5,514.8,null,null,null,null,null,null,null,null,null,null,,5906,1128,38,34,42,274,16,12,20,257,15,46427,40822,52032,237,1369,17,64,null,null,null,618,1760,35,5,:null,
2090,99192,25.3,6.8,4.6,7.2,2.8,0.4,6.3,73,696,0.8,47.3,30.9,6,5,7,54,68,719,298.0,275.2,320.8,43,43.4,31.4,58.4,27,349.4,230.2,508.3,23,0,4273:1,6614,14863,24,21,26,3429,13,10,16,3221,13,64396,59753,69039,11802,35583,33,16,5,3,7,35450,48990,72,30,:null,
2100,2554,19.9,14.5,0.6,9.4,0.8,0.0,2.3,82,0,0.0,49.1,100.0,8,6,11,null,null,30,346.2,224.0,511.0,null,null,null,null,null,null,null,null,null,null,,8347,533,32,28,35,105,20,15,25,148,13,51350,45238,57462,348,1176,30,40,null,null,null,707,1211,58,null,:null,
2110,32164,23.2,8.7,1.1,12.0,6.1,0.7,5.4,67,227,0.8,49.3,21.5,6,4,7,23,88,259,286.0,249.9,322.1,16,54.0,30.9,87.7,10,526.9,252.7,968.9,13,0,2416:1,6388,4672,22,20,25,882,11,8,14,1384,10,74219,67760,80678,3918,12379,32,22,null,null,null,10942,17174,64,40,:null,
2122,56293,23.4,11.8,0.6,7.5,1.2,0.3,3.2,83,146,0.3,47.8,79.3,7,5,8,24,52,706,385.4,355.9,414.9,36,68.5,48.0,94.8,14,418.4,228.7,702.0,12,0,4631:1,7246,9426,27,24,29,2142,16,12,19,2481,17,60360,55844,64876,6348,22390,28,28,4,2,7,16728,23781,70,24,:null,
2130,13593,23.8,10.5,0.7,14.3,7.1,0.2,4.3,66,127,1.0,48.6,23.2,7,6,9,7,62,181,442.6,376.4,508.8,13,100.1,53.3,171.2,null,null,null,null,5,0,2706:1,8292,2395,27,24,30,476,14,11,18,710,16,59092,52976,65208,1712,5479,31,32,null,null,null,3777,6567,58,null,:null,
2150,13872,28.3,7.0,1.0,13.4,19.9,0.8,7.9,52,483,3.9,47.0,31.3,6,5,8,null,null,115,314.6,255.1,374.2,null,null,null,null,null,null,null,null,2,0,6820:1,7559,2845,33,29,36,735,19,14,23,572,12,66935,60516,73354,1334,4445,30,35,null,null,null,4103,6900,59,7,:null,
2164,1668,29.2,8.3,1.0,62.5,0.3,0.3,3.3,23,9,0.6,46.8,100.0,8,6,10,null,null,29,615.6,405.7,895.7,null,null,null,null,null,null,null,null,null,null,,4977,423,41,37,45,98,19,14,24,null,null,47612,43789,51435,117,562,21,63,null,null,null,122,674,18,11,:null,
2170,91946,28.4,8.3,1.1,5.8,1.4,0.3,3.9,82,567,0.7,48.4,50.3,5,4,7,27,38,823,338.5,314.7,362.3,50,50.2,37.3,66.2,32,477.4,326.5,673.9,14,0,6412:1,7155,14122,25,23,27,3482,13,10,16,1279,17,68999,63873,74125,10054,30609,33,26,5,3,7,26124,36949,71,7,:null,
2180,9856,34.1,6.4,0.5,74.6,1.1,0.1,1.6,17,127,1.5,46.9,66.1,7,5,9,null,null,163,671.4,564.3,778.4,21,163.5,101.2,250.0,12,1147.2,592.8,2004.0,1,0,9571:1,5964,2135,38,34,42,529,15,11,19,444,13,44766,40571,48961,572,2756,21,72,null,null,null,770,3398,23,null,:null,
2185,9503,24.2,4.2,1.1,53.4,4.8,1.2,3.0,33,165,2.0,37.4,59.3,7,5,10,null,null,99,435.7,343.3,545.4,16,177.6,101.5,288.4,10,1227.0,588.4,2256.5,null,null,,8899,2004,30,26,33,315,13,9,17,258,17,73744,65346,82142,215,1966,11,34,null,null,null,734,3846,19,3,:null,
2188,7733,35.1,6.4,0.6,80.1,0.6,0.2,1.1,12,139,2.1,46.4,57.5,6,4,8,null,null,98,560.9,448.6,692.7,14,132.9,72.7,223.0,null,null,null,null,null,null,,12570,1673,37,34,41,436,15,11,19,312,14,54680,49558,59802,373,1797,21,71,null,null,null,318,2437,13,null,:null,
2201,5737,25.2,10.2,0.5,39.6,0.5,0.4,2.8,49,3,0.1,45.2,100.0,7,6,9,null,null,70,389.8,301.5,496.0,null,null,null,null,null,null,null,null,null,null,,7840,1401,39,35,42,342,23,17,28,227,17,42649,37726,47572,456,2351,19,51,null,null,null,1228,2364,52,null,:null,
2220,8952,23.0,11.9,0.8,17.1,6.0,0.4,5.0,64,41,0.5,49.3,20.9,7,5,9,6,81,90,336.9,269.5,416.1,null,null,null,null,null,null,null,null,5,0,1782:1,10744,1735,30,27,34,352,16,12,20,403,8,61956,55250,68662,1162,3632,32,29,null,null,null,2885,4873,59,12,:null,
2232,3047,18.4,12.6,0.4,29.1,0.6,0.1,3.5,60,null,null,46.9,100.0,8,null,null,null,null,40,354.8,247.1,493.4,null,null,null,null,null,null,null,null,null,null,,7428,753,34,30,38,136,22,17,27,146,16,45858,36960,54756,328,1396,23,32,null,null,null,669,1589,42,5,:null,
2240,7132,26.2,9.6,1.3,11.5,1.0,0.4,3.7,78,76,1.2,45.1,100.0,6,4,8,6,106,72,327.4,254.8,414.4,null,null,null,null,null,null,null,null,null,null,,5488,1458,32,29,36,317,17,12,21,246,13,55617,49757,61477,461,2523,18,32,null,null,null,1930,3189,61,null,:null,
2261,9770,24.3,8.6,0.8,13.4,4.1,0.6,3.9,71,92,1.0,46.6,100.0,7,5,9,null,null,112,376.6,303.2,449.9,11,116.9,58.4,209.2,null,null,null,null,1,0,9689:1,8119,1837,29,25,32,409,16,12,20,503,15,63887,56388,71386,704,3793,19,25,null,null,null,2832,4301,66,6,:null,
2270,7662,40.9,5.5,0.2,93.3,0.3,0.0,0.2,4,136,2.1,47.6,100.0,6,5,8,5,93,115,678.8,543.1,814.4,37,295.3,207.9,407.1,20,2173.9,1327.9,3357.4,null,null,,6510,1682,41,36,45,373,11,8,15,263,32,33206,30441,35971,245,1714,14,64,19,9,36,64,1989,3,null,:null,
2280,6220,22.4,13.6,0.6,16.2,2.3,0.2,3.1,69,null,null,48.3,100.0,8,null,null,null,null,76,385.9,299.7,489.3,null,null,null,null,null,null,null,null,null,null,,10203,1130,28,25,31,261,18,13,22,326,13,50244,42058,58430,597,2568,23,44,null,null,null,1689,2995,56,null,:null,
2282,646,23.5,10.8,0.3,35.6,5.0,2.0,2.8,39,1,0.1,45.5,100.0,8,6,10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,659:0,4717,142,34,29,38,40,21,15,27,null,null,47575,41714,53436,47,259,18,71,null,null,null,178,473,38,null,:null,
2290,5656,27.7,10.6,0.4,70.2,0.3,0.1,1.4,22,28,0.5,45.5,100.0,8,6,9,null,null,105,651.9,523.0,780.9,null,null,null,null,null,null,null,null,null,null,,4265,1500,42,38,46,295,17,13,22,392,23,33578,29689,37467,455,2041,22,27,null,null,null,520,1879,28,null,:null,
4001,72401,31.5,12.0,0.9,71.6,0.4,0.1,6.8,20,3535,5.4,50.2,74.1,14,12,16,61,111,1067,532.8,500.2,565.3,90,98.6,79.3,121.2,46,822.2,601.9,1096.6,6,0,11939:1,7900,10447,26,23,28,3393,14,11,18,1244,18,30837,28195,33479,3552,18953,19,25,13,10,17,14567,18740,78,4,:null,
4003,133289,22.7,17.6,4.1,1.7,2.1,0.4,32.6,58,6100,5.0,49.0,36.3,9,7,10,137,128,1618,353.5,335.6,371.5,94,78.3,63.3,95.8,69,795.2,618.7,1006.4,16,0,8232:1,8532,14282,20,17,22,3705,12,9,15,2576,12,41237,38630,43844,13947,48917,29,43,5,4,7,39986,51131,78,7,:null,
4005,134511,23.1,9.3,1.3,27.4,1.6,0.2,13.9,55,4578,3.7,50.6,31.5,7,6,8,128,122,1198,325.4,306.6,344.3,91,71.0,57.1,87.1,55,600.6,452.4,781.7,92,0,1463:1,7901,20788,25,22,27,4319,13,10,16,2164,13,45051,41378,48724,16288,45266,36,29,6,5,8,43084,63974,67,32,:null,
4007,53144,21.4,23.3,0.6,15.4,0.6,0.1,18.4,65,599,1.2,50.4,41.1,12,10,13,20,46,960,453.0,420.9,485.1,55,117.6,88.6,153.1,28,861.8,572.7,1245.5,4,0,13376:1,9866,6321,22,19,24,1739,15,11,19,1108,15,35898,33503,38293,6435,19924,32,42,10,7,14,14169,17827,79,3,:null,
4009,37147,28.0,11.6,1.9,14.7,0.6,0.2,30.8,52,1047,3.1,46.3,46.4,10,8,11,38,127,405,391.3,352.8,429.7,33,79.2,54.5,111.2,21,697.9,432.0,1066.8,1,0,37116:1,8508,4203,22,19,25,1344,12,9,16,1016,10,40548,36950,44146,2904,11100,26,30,4,2,8,8774,12143,72,5,:null,
4011,8606,28.8,11.9,1.2,3.5,0.7,0.1,47.3,48,126,1.6,48.0,46.6,9,8,11,null,null,75,302.8,237.3,380.7,null,null,null,null,null,null,null,null,null,null,,8731,855,18,15,20,271,11,7,14,925,10,51145,45077,57213,474,3292,14,24,null,null,null,2441,3092,79,null,:null,
4012,20419,18.2,33.4,0.7,17.0,0.7,0.1,24.5,61,1125,5.8,48.9,56.3,13,11,15,null,null,407,487.6,428.7,546.5,14,95.6,52.2,160.3,null,null,null,null,null,null,,9326,2812,28,25,32,691,18,13,23,938,14,30679,27364,33994,2133,10374,21,59,7,3,13,4881,6821,72,5,:null,
4013,3880244,26.0,12.5,4.7,2.7,3.7,0.3,30.0,58,230823,6.6,50.5,2.4,8,7,8,8318,260,33147,303.5,300.3,306.8,2334,57.8,55.5,60.1,1870,648.6,619.2,678.0,1200,0,3187:1,9746,513363,22,21,23,134072,13,12,14,7410,14,50785,49975,51595,540175,1394016,39,33,8,8,9,1291456,1702892,76,45,:null,
4015,202351,20.2,24.0,1.0,2.7,1.2,0.2,15.2,79,3411,1.8,49.9,23.0,12,11,14,130,79,3996,471.8,455.7,487.9,108,63.5,51.5,75.5,79,685.1,542.4,853.8,12,0,16797:1,8945,25047,23,20,25,6185,15,11,18,2282,19,35998,32966,39030,27999,80389,35,50,7,6,9,55261,71954,77,12,:null,
4017,107398,29.2,13.8,1.1,43.4,0.6,0.1,11.1,43,4292,4.3,49.8,54.1,14,12,16,63,71,1496,465.4,441.2,489.6,114,86.9,71.0,102.9,67,747.9,579.6,949.8,9,0,11952:1,7771,14515,24,22,26,3692,11,9,13,1425,14,32425,29848,35002,9501,34921,27,39,12,10,15,24494,34787,70,8,:null,
4019,989569,22.7,15.9,3.2,4.2,2.8,0.2,35.1,55,44047,4.8,50.8,7.5,8,7,9,1871,221,10751,342.7,336.1,349.3,585,64.9,59.6,70.2,461,727.3,660.9,793.6,476,0,2063:1,8454,122056,21,19,22,28889,12,10,14,5217,12,44102,42302,45902,142314,382366,37,40,9,8,9,318698,417338,76,44,:null,
4021,382992,26.1,14.8,4.3,6.6,1.9,0.5,28.7,59,12669,3.9,47.6,21.9,10,8,11,481,176,3502,306.3,296.0,316.6,210,58.5,50.6,66.4,161,597.2,505.0,689.5,18,0,21346:1,9828,43309,21,19,23,16567,16,13,19,2933,13,45170,42259,48081,43897,121281,36,41,7,6,8,95860,124894,77,19,:null,
4023,47676,30.0,13.8,0.3,1.3,0.7,0.1,82.7,16,9270,21.5,52.3,26.9,7,6,9,34,101,362,246.1,220.4,271.9,29,50.3,33.7,72.3,26,711.7,464.9,1042.9,6,0,7910:1,6505,7598,29,25,32,2415,16,12,20,2692,20,35500,31628,39372,4874,13114,37,66,3,2,6,13356,16671,80,14,:null,
4025,211888,18.5,25.2,0.7,2.0,0.9,0.1,13.9,82,4120,2.1,51.0,33.2,9,8,10,149,80,2933,336.4,322.8,350.0,86,52.1,41.7,64.4,72,655.3,512.7,825.2,62,0,3405:1,7554,25568,22,19,24,6530,16,12,19,2170,16,41437,37586,45288,34069,90309,38,35,4,3,5,62296,83669,74,30,:null,
4027,200870,27.6,15.9,1.8,2.2,1.5,0.2,60.1,35,25822,14.4,49.4,10.4,10,9,12,164,106,1741,287.3,273.5,301.1,134,61.3,50.9,71.7,109,731.3,594.0,868.6,8,0,24603:1,8568,30818,29,26,32,8284,14,11,17,3337,16,37894,34588,41200,24329,69993,35,34,5,3,6,52904,69801,76,21,:null,
5001,18892,23.4,16.5,24.4,0.3,0.5,0.0,3.0,71,346,1.9,51.4,34.7,13,10,16,27,170,354,544.7,486.3,603.1,null,null,null,null,null,null,null,null,null,null,,8995,2717,24,21,27,292,6,4,9,338,25,37922,33664,42180,1965,8089,24,54,10,5,16,7069,8743,81,19,:null,
5003,21692,24.3,16.5,25.9,0.6,0.3,0.1,5.0,68,230,1.1,51.6,51.7,12,9,15,16,89,378,500.3,448.6,552.1,20,91.2,55.7,140.8,12,769.2,397.5,1343.7,null,null,,10279,3225,25,22,28,409,8,5,10,249,21,37170,33281,41059,1999,8828,23,77,7,4,13,7051,8414,84,7,:null,
5005,41536,17.9,28.7,0.3,0.6,0.5,0.0,1.8,96,97,0.2,51.9,65.8,11,9,14,23,62,781,440.9,405.7,476.1,19,63.0,37.9,98.4,15,718.4,402.1,1184.9,9,0,4614:1,8914,5971,27,24,30,660,9,6,11,647,15,33312,29927,36697,5285,18581,28,47,null,null,null,12533,14870,84,4,:null,
5007,227556,27.6,12.3,1.7,1.8,3.1,0.4,15.7,76,7541,3.8,50.6,25.2,7,6,9,163,90,2029,326.6,312.4,340.9,127,53.5,44.2,62.9,109,645.5,524.3,766.6,22,0,10132:1,9008,32986,25,23,27,5303,8,6,10,2626,15,52644,49902,55386,21010,80140,26,37,2,2,3,79334,98129,81,23,:null,
5009,37051,22.7,18.4,0.5,0.8,0.5,0.1,2.0,95,162,0.5,50.9,62.2,12,9,15,15,48,561,421.6,385.6,457.6,23,66.4,42.1,99.6,17,720.0,419.4,1152.8,4,0,9228:1,8195,5856,27,24,30,611,7,5,9,555,16,38411,35050,41772,3696,14596,25,43,8,5,12,12704,15562,82,1,:null,
5011,11482,23.6,17.6,27.1,1.7,0.3,0.0,13.9,58,348,3.2,51.5,49.6,14,11,17,9,96,190,481.3,411.2,551.3,10,91.4,43.9,168.2,null,null,null,null,null,null,,12216,2308,35,31,38,247,9,6,12,130,16,31118,27762,34474,1298,4906,26,64,null,null,null,3605,4567,79,14,:null,
5013,5144,19.5,16.2,22.2,0.4,0.2,0.0,3.1,73,0,0.0,49.1,100.0,13,10,16,6,128,89,457.4,364.3,567.0,null,null,null,null,null,null,null,null,null,null,,10321,834,26,23,29,106,9,7,12,null,null,35464,31272,39656,483,2037,24,50,null,null,null,1814,2330,78,10,:null,
5015,27512,22.3,19.5,0.4,1.1,0.7,0.3,13.3,83,974,3.8,50.7,72.8,11,8,14,32,135,386,392.4,350.7,434.1,16,65.1,37.2,105.8,14,809.2,442.4,1357.8,3,0,9177:1,8219,5738,36,33,39,747,12,9,15,408,15,33579,30650,36508,3513,11418,31,53,null,null,null,8719,11684,75,null,:null,
5017,11721,22.9,18.5,53.0,0.3,0.5,0.0,5.0,41,96,0.9,50.7,54.3,15,12,18,24,248,236,566.4,491.5,641.2,null,null,null,null,null,null,null,null,null,null,,9527,1717,27,24,30,209,8,5,10,208,24,27966,24905,31027,1645,4674,35,98,20,12,32,2905,3846,76,null,:null,
5019,22858,19.1,15.1,23.5,0.7,0.6,0.0,4.3,70,221,1.0,52.3,54.4,11,9,14,29,143,315,447.9,397.2,498.7,10,54.7,26.2,100.6,null,null,null,null,3,0,7653:1,8270,3288,26,23,29,304,7,4,9,245,12,34478,30695,38261,2562,8072,32,49,6,3,11,7733,9781,79,16,:null,
5021,15880,21.8,20.0,0.6,0.3,0.2,0.0,1.5,96,54,0.4,51.0,58.9,13,10,17,6,43,279,457.7,401.7,513.7,null,null,null,null,null,null,null,null,null,null,,9694,2543,28,25,31,307,8,6,11,216,13,32564,28702,36426,1649,6850,24,49,null,null,null,5374,6295,85,21,:null,
5023,25901,19.9,23.8,0.5,0.6,0.2,0.0,2.2,95,122,0.5,50.6,75.5,13,10,17,9,43,446,435.7,391.7,479.8,13,62.7,33.4,107.2,null,null,null,null,1,0,26000:1,8456,4162,29,26,31,464,9,6,11,null,null,42265,38475,46055,2458,10678,23,42,null,null,null,7667,9580,80,7,:null,
5025,8672,24.5,16.4,12.0,0.4,0.2,0.0,1.8,85,12,0.1,51.0,100.0,12,9,16,7,97,137,436.2,361.5,510.9,null,null,null,null,null,null,null,null,null,null,,9964,1329,26,23,29,197,9,6,12,176,12,41864,37074,46654,756,3292,23,38,null,null,null,2555,3304,77,null,:null,
5027,24401,22.6,16.2,36.1,0.4,0.8,0.0,2.4,60,37,0.2,52.2,57.5,13,10,16,28,139,392,507.7,456.3,559.1,19,83.1,50.1,129.8,null,null,null,null,2,0,12249:1,9805,3360,24,21,27,366,6,4,8,291,16,33533,30397,36669,2728,9799,28,56,12,8,18,8094,9649,84,17,:null,
5029,21270,23.7,17.3,11.0,0.9,0.5,0.0,3.7,82,148,0.7,50.7,70.5,12,9,15,14,81,345,494.4,440.8,548.0,15,73.0,40.9,120.4,10,738.6,354.2,1358.2,1,0,21275:1,8659,3203,26,23,28,364,7,5,9,317,26,37830,33541,42119,2177,8137,27,52,8,4,14,6240,7923,79,11,:null,
5031,98315,24.9,12.2,13.3,0.5,1.2,0.0,4.6,79,799,0.9,51.1,32.2,11,9,13,123,158,1190,436.0,411.0,461.0,77,81.9,64.6,102.3,60,894.1,682.3,1150.8,32,0,3022:1,8989,15491,27,24,29,1708,7,5,9,830,17,39410,35133,43687,10498,36815,29,46,5,3,7,35229,42157,84,21,:null,
5033,61944,25.8,13.7,1.4,2.3,1.5,0.1,6.3,86,1282,2.2,50.7,52.0,9,7,11,39,80,910,463.4,433.0,493.9,33,50.6,34.8,71.1,24,564.2,361.5,839.4,4,0,15499:1,9801,10996,30,27,32,1439,9,6,11,542,13,37552,34696,40408,5796,23174,25,50,4,2,7,21653,26371,82,7,:null,
5035,50525,28.5,11.1,50.5,0.4,0.7,0.0,2.1,45,125,0.3,52.5,20.9,14,11,16,221,527,904,615.0,574.6,655.5,71,118.5,92.6,149.5,67,1622.3,1257.2,2060.2,4,0,12728:1,9804,7611,25,22,28,810,5,4,7,680,19,34905,31689,38121,6701,18757,36,79,14,11,19,16653,20378,82,27,:null,
5037,17781,24.6,15.9,22.5,0.4,0.5,0.0,1.5,74,21,0.1,51.7,56.8,12,9,15,26,167,298,498.8,441.0,556.7,18,97.5,57.8,154.0,null,null,null,null,3,0,5944:1,9350,2754,26,23,29,298,7,4,9,220,23,35268,31151,39385,1886,6823,28,58,null,null,null,6323,7578,83,1,:null,
5039,8072,23.3,18.4,41.8,0.6,0.2,0.0,2.6,54,18,0.2,51.2,52.6,13,10,16,null,null,144,516.0,428.3,603.7,null,null,null,null,null,null,null,null,null,null,,10003,1140,25,22,28,116,7,4,9,98,7,30728,27217,34239,843,3065,28,55,17,8,31,2129,2686,79,null,:null,
5041,12763,25.9,15.8,46.9,0.5,0.4,0.1,4.7,47,199,1.6,52.9,31.4,14,11,18,12,116,246,571.2,497.6,644.7,11,79.1,39.5,141.4,null,null,null,null,null,null,,11009,2181,29,25,32,239,7,5,9,198,18,30186,26687,33685,1471,5313,28,70,20,12,31,3984,5237,76,4,:null,
5043,18467,23.4,14.8,28.0,0.4,0.6,0.0,2.7,67,133,0.8,51.2,48.6,12,9,15,15,96,272,460.1,404.4,515.8,21,119.5,74.0,182.7,14,1080.2,590.6,1812.5,2,0,9258:1,10421,2669,25,21,28,302,7,5,9,189,18,35627,31540,39714,2144,7378,29,54,null,null,null,6332,7573,84,6,:null,
5045,116342,24.1,10.2,10.5,0.7,1.2,0.1,4.0,82,1202,1.2,51.1,38.8,10,8,13,75,84,1088,364.2,342.4,386.0,67,62.2,48.2,78.9,52,685.7,512.1,899.3,26,0,4385:1,8898,15787,22,20,25,2153,7,5,10,910,10,49314,44886,53742,11842,41540,29,35,4,2,5,42918,52522,82,10,:null,
5047,18047,24.1,17.0,1.0,1.2,1.0,0.1,2.2,93,32,0.2,50.4,82.6,12,9,15,15,97,292,464.8,410.4,519.1,null,null,null,null,null,null,null,null,null,null,,8773,2778,26,23,29,347,8,5,10,null,null,38245,33657,42833,1601,6763,24,44,null,null,null,5441,6977,78,11,:null,
5049,12296,20.8,22.6,0.5,0.7,0.3,0.0,0.9,96,30,0.3,51.1,92.9,12,9,15,null,null,247,515.1,444.7,585.6,null,null,null,null,null,null,null,null,null,null,,9075,2041,30,27,33,266,10,7,13,186,15,33696,30120,37272,1005,4819,21,51,null,null,null,3074,4251,72,6,:null,
5051,97124,20.8,21.1,8.1,0.7,0.8,0.1,5.0,84,1213,1.3,51.5,36.9,11,9,13,152,182,1704,475.8,452.0,499.7,46,57.2,41.9,76.3,43,768.1,555.9,1034.7,19,0,5064:1,9391,15800,29,26,31,1731,8,6,11,1232,19,35651,32564,38738,12035,40002,30,49,10,8,13,30876,38485,80,13,:null,
5053,17988,24.0,14.8,2.5,0.5,0.3,0.0,2.3,93,107,0.6,50.2,75.0,10,7,13,10,64,269,444.8,390.9,498.6,13,74.8,39.8,128.0,null,null,null,null,null,null,,10141,2405,22,19,25,301,7,5,9,201,21,46538,41291,51785,1128,6629,17,35,null,null,null,6535,7920,83,null,:null,
5055,42720,25.1,14.3,0.8,0.6,0.3,0.0,2.4,95,103,0.3,51.0,41.5,11,8,14,32,94,671,499.6,461.3,537.8,32,76.4,52.3,107.8,23,814.4,516.3,1222.1,4,0,10542:1,9780,6396,25,22,28,699,6,4,8,428,12,37893,34027,41759,4330,16378,26,46,6,4,10,14924,17473,85,6,:null,
5057,22541,26.1,15.0,29.1,0.7,0.5,0.2,12.1,56,770,3.7,51.7,55.8,13,11,17,24,129,363,487.3,436.4,538.3,17,71.3,41.5,114.1,null,null,null,null,2,0,11295:1,10568,4093,31,28,34,541,9,6,12,null,null,30922,27525,34319,2284,8719,26,69,8,4,13,7639,9582,80,8,:null,
5059,32881,23.1,15.9,10.9,0.6,0.3,0.1,2.9,84,131,0.4,48.9,66.0,11,9,14,23,84,503,451.8,411.3,492.2,22,71.4,44.7,108.0,11,500.9,250.1,896.3,1,0,32938:1,10211,4701,25,22,28,531,7,5,9,438,14,38082,34309,41855,2829,11998,24,48,5,3,9,10748,12857,84,6,:null,
5061,13886,26.5,15.4,20.2,1.0,0.7,0.1,10.2,67,511,4.0,51.5,67.5,13,10,16,12,103,216,489.7,423.4,556.1,null,null,null,null,null,null,null,null,null,null,,9633,2666,33,30,36,391,11,7,14,null,null,33079,29246,36912,1255,5015,25,59,10,5,19,4829,6027,80,3,:null,
5063,36861,24.0,15.9,2.2,0.7,0.9,0.2,5.9,89,671,2.0,51.1,68.6,12,9,15,27,94,585,487.9,447.6,528.2,30,86.8,58.6,124.0,23,944.6,598.8,1417.3,7,0,5246:1,10741,5463,25,22,28,727,8,6,10,455,15,34690,31909,37471,3992,14776,27,47,5,3,9,12465,15121,82,1,:null,
5065,13419,18.8,23.3,1.6,0.9,0.3,0.0,1.8,94,22,0.2,48.4,100.0,10,8,13,7,62,248,469.1,405.0,533.2,null,null,null,null,null,null,null,null,null,null,,9636,2041,28,25,31,259,10,7,12,197,25,31245,27656,34834,1356,5891,23,46,null,null,null,3860,4643,83,6,:null,
